BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.311953,615.92402,0.0,12,4
2235.103331,1.0,720.6,720.6,0.0,723.308724,1.0,1.0,0.0,0.083333,1,12,2500.0,1061.292471,689.118919,0.0,12,4
10598.46777,1.0,2084.48,1300.48,784.0,0.0,0.666667,0.416667,0.583333,0.0,0,13,21500.0,3219.621433,3068.125648,0.0,12,4
2163.678757,1.0,5779.36,3436.53,2342.83,0.0,1.0,1.0,1.0,0.0,0,97,6500.0,4416.41268,546.439139,0.0,12,4
1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0,31,6500.0,2254.26002,329.29648,0.0,12,4
106.455975,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0,46,4000.0,2573.722764,95.342224,0.636364,12,4
2765.748281,1.0,7283.31,5087.31,2196.0,0.0,1.0,1.0,0.666667,0.0,0,77,11000.0,14373.3929,1058.128452,0.25,12,4
595.677343,1.0,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1,42,15000.0,4756.654374,241.894073,0.916667,12,4
11972.01104,1.0,5715.0,4685.54,1029.46,1626.351366,1.0,1.0,1.0,0.166667,3,90,14000.0,4639.513745,3192.306018,0.0,12,4
336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0,44,20000.0,2814.231227,186.230835,1.0,12,4
5588.846272,1.0,3507.35,603.75,2903.6,0.0,0.916667,0.166667,0.833333,0.0,0,34,11500.0,1412.597253,1825.176503,0.0,12,4
130.251538,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0,33,15000.0,1043.55929,182.429461,0.545455,12,4
2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,1.0,0.916667,1.0,0.083333,1,52,8500.0,5763.666926,582.589765,0.0,12,4
3061.213971,1.0,1829.2,1792.7,36.5,0.0,1.0,1.0,0.083333,0.0,0,17,7000.0,971.234118,985.954762,0.0,12,4
5431.622968,1.0,1824.16,1598.56,225.6,0.0,1.0,0.916667,0.75,0.0,0,23,14500.0,1508.016452,1370.519926,0.0,12,4
6571.484039,1.0,9325.22,9325.22,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,8500.0,11036.72668,1824.680131,0.0,12,4
4178.625215,1.0,1431.89,430.69,1001.2,0.0,1.0,0.416667,0.833333,0.0,0,39,4000.0,2384.542045,3868.70983,0.0,12,4
3019.019487,1.0,2260.41,1356.33,904.08,0.0,0.833333,0.416667,0.75,0.0,0,25,8500.0,2187.930651,739.224894,0.0,12,4
1255.901821,1.0,1038.81,1038.81,0.0,1092.634704,0.916667,0.916667,0.0,0.083333,1,21,5700.0,1215.454299,422.331098,0.0,12,4
2363.489077,1.0,2641.98,1386.3,1255.68,263.884743,0.833333,0.666667,0.75,0.083333,1,41,3000.0,1839.928884,1075.456585,0.0,12,4
4014.388265,1.0,1189.52,1189.52,0.0,0.0,1.0,1.0,0.0,0.0,0,12,8000.0,0.0,312.343947,0.0,12,4
1272.927288,1.0,5350.19,4783.34,566.85,0.0,1.0,1.0,0.916667,0.0,0,101,8000.0,5825.602115,318.305326,0.166667,12,4
2814.207626,1.0,3197.24,2080.02,1117.22,0.0,1.0,0.666667,1.0,0.0,0,49,3000.0,3574.480603,1328.897516,0.0,12,4
435.862142,1.0,1646.16,1023.42,622.74,0.0,1.0,0.583333,0.75,0.0,0,33,12000.0,1055.835407,236.619362,0.0,12,4
7938.559134,1.0,3677.52,3543.73,133.79,0.0,1.0,1.0,0.5,0.0,0,98,12500.0,2657.856602,1912.298544,0.0,12,4
185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,13,11500.0,1449.039414,183.298253,1.0,12,4
1049.496471,1.0,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6,28,11000.0,802.38543,229.655091,0.0,12,4
5570.190127,1.0,1607.88,0.0,1607.88,0.0,1.0,0.0,1.0,0.0,0,84,13500.0,1583.411686,2216.638394,0.0,12,4
2903.781184,1.0,3014.23,1340.34,1673.89,103.610197,1.0,0.833333,1.0,0.083333,1,93,4500.0,1350.370286,655.633916,0.0,12,4
2041.480046,1.0,7323.38,4944.88,2378.5,191.331735,1.0,0.833333,0.75,0.083333,1,81,3000.0,3792.095079,1737.893866,0.083333,12,4
8097.334733,1.0,3999.92,200.0,3799.92,0.0,1.0,0.083333,1.0,0.0,0,14,7500.0,5624.074339,9952.672511,0.0,12,4
1082.33027,1.0,2980.46,657.78,2322.68,0.0,1.0,0.5,1.0,0.0,0,50,6000.0,1116.967993,289.439818,0.0,12,4
2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,7500.0,717.798364,670.049653,0.0,12,4
2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1,38,10950.0,11198.92613,608.36886,0.083333,12,4
535.947221,1.0,4550.81,3016.98,1533.83,438.469118,1.0,0.916667,1.0,0.083333,1,99,8500.0,4317.191232,208.73456,0.916667,12,4
156.278339,1.0,1385.1,1005.1,380.0,0.0,1.0,0.5,0.75,0.0,0,21,14000.0,1280.473571,193.369942,0.833333,12,4
7645.108427,1.0,4693.15,4332.65,360.5,0.0,0.5,0.416667,0.333333,0.0,0,12,13500.0,4786.64868,1741.158024,0.0,12,4
2302.184366,1.0,2856.57,922.84,1933.73,0.0,1.0,0.25,1.0,0.0,0,62,2500.0,2914.419813,2173.680619,0.0,12,4
280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0,34,10000.0,1986.838064,233.614975,1.0,12,4
635.090434,0.818182,5758.71,2252.37,3506.34,0.0,0.75,0.25,0.75,0.0,0,48,2900.0,7943.57021,197.416104,1.0,12,4
2503.107213,1.0,733.9,733.9,0.0,0.0,1.0,1.0,0.0,0.0,0,13,3000.0,1620.193277,857.535876,0.0,12,4
191.450711,1.0,1641.07,1641.07,0.0,380.972341,0.666667,0.666667,0.0,0.083333,1,15,500.0,1583.918811,137.046292,0.636364,12,4
2762.479434,1.0,2702.47,1526.31,1176.16,0.0,1.0,0.25,1.0,0.0,0,27,11000.0,7596.768364,1013.086448,0.083333,12,4
169.088238,1.0,1482.19,446.07,1036.12,0.0,1.0,0.583333,0.666667,0.0,0,26,6000.0,1289.570234,173.686552,0.666667,12,4
53.208422,1.0,498.17,459.02,39.15,0.0,0.916667,0.916667,0.083333,0.0,0,14,15000.0,611.606459,162.94308,0.909091,12,4
1329.967543,1.0,2009.12,1296.68,712.44,1763.794583,1.0,1.0,1.0,0.25,10,36,2500.0,2715.972095,956.330023,0.0,12,4
515.904786,1.0,5359.02,2399.78,2959.24,0.0,1.0,1.0,1.0,0.0,0,60,6000.0,0.0,312.343947,0.0,12,4
4194.033835,0.727273,2006.87,420.6,1586.27,0.0,0.666667,0.083333,0.666667,0.0,0,26,21000.0,19714.09728,1479.309409,0.1,12,4
2459.862339,1.0,678.0,678.0,0.0,927.25167,1.0,1.0,0.0,0.25,4,12,2500.0,1926.31853,1933.173023,0.0,12,4
353.198215,1.0,3085.69,3032.97,52.72,0.0,1.0,1.0,0.083333,0.0,0,21,8500.0,2690.525687,192.66679,1.0,12,4
92.440743,0.909091,1080.0,1080.0,0.0,0.0,0.75,0.75,0.0,0.0,0,12,6000.0,1077.058667,169.005281,1.0,12,4
706.675991,1.0,2721.16,2417.41,303.75,0.0,1.0,0.5,1.0,0.0,0,32,6500.0,4952.900653,280.821958,0.083333,12,4
361.319366,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.916667,0.833333,0.0,0,32,14000.0,4003.782858,197.186568,0.583333,12,4
498.208616,1.0,4786.61,4397.64,388.97,0.0,0.916667,0.833333,0.5,0.0,0,61,9000.0,3805.669705,163.459999,1.0,12,4
260.838885,1.0,2854.11,1797.96,1056.15,0.0,1.0,0.833333,0.916667,0.0,0,51,9500.0,2437.332725,176.283228,1.0,12,4
1897.672025,1.0,422.18,422.18,0.0,0.0,1.0,1.0,0.0,0.0,0,12,5500.0,2961.632199,440.30634,0.0,12,4
1732.715258,1.0,3244.16,2480.85,763.31,0.0,1.0,0.666667,0.5,0.0,0,29,11500.0,5674.185857,563.827502,0.0,12,4
1937.246177,1.0,3018.93,1702.62,1316.31,0.0,1.0,1.0,1.0,0.0,0,99,5000.0,3909.837604,444.12429,0.166667,12,4
99.955082,1.0,1222.97,202.97,1020.0,0.0,1.0,0.25,1.0,0.0,0,16,19500.0,1142.077891,185.657751,1.0,12,4
426.372628,1.0,5749.96,5439.96,310.0,0.0,1.0,1.0,0.25,0.0,0,50,12000.0,5711.540654,202.73209,0.833333,12,4
1128.229387,1.0,5068.88,3529.88,1539.0,0.0,1.0,1.0,1.0,0.0,0,76,4500.0,3904.568067,373.931063,0.083333,12,4
11278.95243,1.0,6855.59,2762.92,4092.67,0.0,0.916667,0.75,0.833333,0.0,0,39,18500.0,4868.088671,2861.890896,0.0,12,4
507.144348,1.0,5708.18,4584.78,1123.4,0.0,1.0,0.75,0.75,0.0,0,47,4000.0,5589.952268,232.131169,1.0,12,4
1535.248256,1.0,857.36,857.36,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6550.0,3239.629759,411.871046,0.083333,12,4
140.730723,1.0,1667.13,1063.14,603.99,0.0,1.0,0.916667,0.833333,0.0,0,38,13000.0,1669.260634,208.701639,0.25,12,4
62.287137,1.0,1263.29,279.99,983.3,0.0,1.0,1.0,0.583333,0.0,0,25,9500.0,1356.425369,179.894243,0.4,12,4
681.615445,1.0,4117.24,290.0,3827.24,0.0,1.0,0.166667,1.0,0.0,0,229,6000.0,4561.589382,199.730537,0.0,12,4
6404.955912,1.0,3970.8,2267.0,1703.8,0.0,1.0,0.583333,0.916667,0.0,0,64,7500.0,3879.252512,1868.983718,0.0,12,4
6032.740391,1.0,7553.48,2643.53,4909.95,0.0,0.916667,0.75,1.0,0.0,0,85,13500.0,5377.338091,1365.123434,0.0,12,4
4503.390811,1.0,1634.74,1376.0,258.74,94.837161,1.0,0.333333,1.0,0.083333,1,38,13000.0,1094.345336,1194.234398,0.0,12,4
4479.115547,1.0,759.15,759.15,0.0,2493.111705,1.0,1.0,0.0,0.25,6,12,6000.0,994.500495,1384.111493,0.0,12,4
3143.928913,1.0,3055.87,3055.87,0.0,0.0,0.75,0.75,0.0,0.0,0,26,4500.0,2198.293667,784.387878,0.0,12,4
5580.530306,1.0,2470.4,457.73,2012.67,1652.878895,0.5,0.083333,0.5,0.083333,1,19,9500.0,3340.041274,3024.949485,0.0,12,4
1534.969344,1.0,1476.19,1476.19,0.0,0.0,1.0,1.0,0.0,0.0,0,23,2500.0,1493.919986,382.989143,0.0,12,4
4994.04832,1.0,2506.89,2506.89,0.0,0.0,0.75,0.75,0.0,0.0,0,30,8500.0,1230.219396,1646.973276,0.0,12,4
1207.888199,0.875,1342.36,1037.96,304.4,1738.109478,0.875,0.875,0.5,0.25,2,27,4000.0,288.883026,312.026316,0.0,8,4
1492.039988,1.0,4106.15,2688.46,1417.69,734.816479,0.333333,0.25,0.416667,0.083333,1,50,12000.0,9678.173119,606.899183,0.5,12,4
636.669685,1.0,2022.38,1892.38,130.0,0.0,0.916667,0.916667,0.333333,0.0,0,19,6000.0,939.306791,301.000749,0.0,12,4
2070.069187,1.0,1382.57,1077.75,304.82,0.0,1.0,0.666667,0.833333,0.0,0,33,2400.0,1580.0815,466.772558,0.0,12,4
6426.639738,1.0,4462.86,2816.46,1646.4,4599.625146,1.0,0.833333,0.916667,0.333333,11,103,11800.0,1793.043228,3101.01703,0.0,12,4
2597.400267,1.0,1748.73,518.44,1230.29,0.0,1.0,0.416667,1.0,0.0,0,31,6500.0,2497.488126,1584.520204,0.0,12,4
150.952465,0.727273,6407.67,3725.33,2682.34,0.0,1.0,0.666667,1.0,0.0,0,44,14500.0,3484.429075,108.937025,0.3,12,4
456.648662,1.0,3355.33,2305.33,1050.0,0.0,0.916667,0.583333,0.833333,0.0,0,27,6500.0,2087.871747,207.584121,0.363636,12,4
285.813075,1.0,3220.09,2941.39,278.7,0.0,1.0,1.0,0.416667,0.0,0,24,15000.0,826.764555,212.075152,1.0,12,4
204.329381,1.0,6558.55,6558.55,0.0,0.0,1.0,1.0,0.0,0.0,0,74,7000.0,5872.707939,169.703195,0.916667,12,4
327.445978,1.0,4305.05,2905.71,1399.34,0.0,1.0,0.916667,0.916667,0.0,0,38,9500.0,4030.061017,197.534405,0.666667,12,4
155.644239,0.727273,1626.83,828.85,797.98,0.0,0.75,0.75,0.166667,0.0,0,17,13000.0,1924.101393,123.522314,0.571429,12,4
4263.008734,1.0,3522.57,1482.0,2040.57,2485.845274,1.0,0.333333,1.0,0.25,6,25,6000.0,1165.621928,1520.54755,0.0,12,4
813.185305,1.0,8194.05,7280.27,913.78,0.0,1.0,1.0,1.0,0.0,0,121,6000.0,7069.804042,216.277252,0.583333,12,4
3563.23692,1.0,709.9,609.9,100.0,779.264494,1.0,1.0,0.083333,0.166667,2,16,7000.0,826.576112,817.39586,0.0,12,4
2516.753364,1.0,606.62,598.95,7.67,0.0,0.833333,0.833333,0.083333,0.0,0,14,2750.0,1043.617154,1342.522124,0.0,12,4
80.062693,1.0,727.27,727.27,0.0,0.0,0.583333,0.583333,0.0,0.0,0,11,20000.0,822.928249,206.656437,0.916667,12,4
5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4,53,10300.0,1489.597574,1549.64691,0.0,12,4
1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0,33,10500.0,3528.728592,287.515344,0.083333,12,4
98.420888,1.0,907.37,907.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10000.0,908.907467,184.723457,1.0,12,4
4507.733288,1.0,4754.32,3636.53,1117.79,0.0,1.0,0.833333,0.75,0.0,0,43,9500.0,1924.73689,957.077692,0.0,12,4
2883.906333,1.0,4620.34,4300.42,319.92,0.0,1.0,0.583333,1.0,0.0,0,21,7500.0,6476.333335,1090.368608,0.083333,12,4
3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,12000.0,2890.901993,694.340138,0.083333,12,4
950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,15000.0,7521.226078,319.437528,0.888889,11,4
5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0,54,9500.0,1248.498168,1143.849403,0.0,12,4
531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12,4
492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,10500.0,3430.597877,149.408227,1.0,10,4
8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000.0,4201.889848,7060.930982,0.0,12,4
1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6,18,6000.0,2322.412643,360.670758,0.0,12,4
4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,4
28.934197,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,12000.0,502.486404,105.034384,1.0,12,4
313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0,37,15000.0,2419.651857,182.527745,1.0,12,4
15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2,62,19000.0,11123.40918,4467.520244,0.0,12,4
4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,7500.0,7780.322889,950.496396,0.0,12,4
5935.917803,1.0,1956.06,1777.14,178.92,0.0,0.916667,0.916667,0.333333,0.0,0,48,11500.0,1553.147417,1338.082337,0.0,12,4
266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,1.0,0.166667,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12,4
2469.665655,1.0,963.13,963.13,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,7000.0,566.87028,639.521888,0.0,12,4
1246.393805,1.0,1757.47,907.05,850.42,0.0,1.0,0.416667,1.0,0.0,0,80,5000.0,1254.376139,309.542834,0.0,12,4
32.612745,1.0,1223.41,769.41,454.0,0.0,1.0,1.0,0.916667,0.0,0,25,6000.0,1222.343069,129.304142,0.8,12,4
5380.796813,1.0,1710.24,817.32,892.92,2292.800636,1.0,0.416667,1.0,0.25,6,43,6000.0,1572.990843,3215.771919,0.0,12,4
837.950585,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179,208.069929,1.0,12,4
3774.063585,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.085319,1256.196236,0.0,12,4
5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000.0,8495.972927,1183.069705,0.25,12,4
2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,1.0,0.833333,1.0,0.166667,11,111,4500.0,6925.337419,1646.768053,0.083333,12,4
544.879717,1.0,6477.6,3301.6,3176.0,0.0,1.0,1.0,0.916667,0.0,0,83,7500.0,6381.236136,235.661045,0.833333,12,4
164.649775,1.0,1764.86,1149.34,615.52,0.0,1.0,0.666667,0.916667,0.0,0,21,10000.0,1768.463643,212.73674,1.0,12,4
299.765294,1.0,2352.2,1136.7,1215.5,0.0,0.916667,0.666667,0.75,0.0,0,30,6500.0,2671.279796,185.468819,0.25,12,4
306.877248,1.0,3877.85,2183.56,1694.29,0.0,0.916667,0.666667,0.75,0.0,0,29,12500.0,3639.443058,205.024983,1.0,12,4
14411.95798,1.0,5958.17,3161.46,2796.71,0.0,1.0,0.583333,1.0,0.0,0,98,15000.0,7839.750264,8096.79502,0.0,12,4
1759.969888,1.0,5969.33,3755.24,2214.09,1777.022586,1.0,1.0,1.0,0.25,4,92,16500.0,7272.999505,445.131364,0.25,12,4
5619.157028,1.0,2790.76,2549.25,241.51,0.0,1.0,1.0,0.333333,0.0,0,36,14000.0,1778.284067,1355.651702,0.0,12,4
1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,1.0,0.5,1.0,0.083333,1,87,3800.0,9582.782864,1805.370785,0.25,12,4
558.989996,0.818182,4552.44,1234.0,3318.44,0.0,0.75,0.166667,0.583333,0.0,0,15,5000.0,5496.343824,173.931803,1.0,12,4
408.069031,1.0,3660.97,3660.97,0.0,0.0,1.0,1.0,0.0,0.0,0,33,7500.0,4471.044825,188.409994,0.666667,12,4
975.165854,1.0,2281.56,2281.56,0.0,98.596565,0.916667,0.916667,0.0,0.166667,2,29,20000.0,2068.187388,243.235999,0.0,12,4
2331.38017,1.0,1919.66,1310.9,608.76,0.0,0.916667,0.416667,0.75,0.0,0,34,6000.0,6725.483653,609.161536,0.0,12,4
331.586253,1.0,3703.36,1653.98,2049.38,0.0,1.0,1.0,1.0,0.0,0,54,7500.0,3229.189675,195.370312,0.916667,12,4
983.339069,1.0,5601.54,3073.82,2527.72,36.336457,1.0,0.75,1.0,0.083333,1,182,7500.0,4807.552996,207.134142,0.166667,12,4
235.294264,1.0,1286.2,1286.2,0.0,0.0,1.0,1.0,0.0,0.0,0,24,4000.0,1272.434565,218.00803,0.0,12,4
233.395491,0.818182,2025.0,2025.0,0.0,385.62779,0.75,0.75,0.0,0.083333,1,21,6000.0,2420.445403,118.312302,0.5,12,4
318.186198,1.0,3548.64,2949.37,599.27,0.0,1.0,0.916667,1.0,0.0,0,51,20000.0,3908.960912,199.621137,1.0,12,4
448.190189,1.0,1687.29,1687.29,0.0,0.0,0.5,0.5,0.0,0.0,0,8,11500.0,1464.000198,261.032083,0.166667,12,4
546.844163,1.0,2427.26,1587.34,839.92,0.0,1.0,1.0,1.0,0.0,0,30,5000.0,1747.703784,176.211823,0.333333,12,4
255.052529,1.0,3267.03,1439.07,1827.96,0.0,1.0,1.0,1.0,0.0,0,101,6000.0,2841.850383,173.710118,1.0,12,4
963.572006,1.0,2210.97,1741.3,469.67,0.0,1.0,1.0,0.416667,0.0,0,50,9500.0,2946.752322,345.15359,0.0,12,4
1861.026633,1.0,7446.18,6376.98,1069.2,2817.03397,1.0,1.0,1.0,0.25,5,82,10000.0,10274.93122,528.241518,0.333333,12,4
446.735142,1.0,5228.36,2337.44,2890.92,0.0,1.0,1.0,1.0,0.0,0,71,3000.0,4843.737867,177.051156,0.454545,12,4
3714.539663,1.0,1307.16,1307.16,0.0,4245.840374,1.0,1.0,0.0,0.333333,4,24,5000.0,1529.771263,1212.951385,0.0,12,4
1355.180523,0.909091,8820.67,2549.65,6271.02,0.0,0.75,0.583333,0.583333,0.0,0,37,6500.0,3609.323897,416.412205,0.0,12,4
6713.551391,1.0,7590.08,7403.57,186.51,1596.569821,0.666667,0.666667,0.166667,0.166667,4,81,10000.0,2344.430467,4676.633767,0.0,12,4
142.406825,1.0,1214.74,574.33,640.41,0.0,1.0,0.333333,1.0,0.0,0,48,11000.0,941.91753,180.400442,0.75,12,4
492.916599,1.0,4371.82,2765.16,1606.66,0.0,1.0,0.916667,1.0,0.0,0,97,20000.0,3603.230966,207.887409,0.583333,12,4
1646.715644,1.0,2720.68,2580.19,140.49,0.0,1.0,0.833333,0.666667,0.0,0,49,5000.0,2800.406648,357.591488,0.0,12,4
756.041971,0.875,2486.1,2052.75,433.35,0.0,0.875,0.875,0.5,0.0,0,33,4000.0,948.092359,1356.087629,0.0,8,4
2388.503738,1.0,4021.29,2303.6,1717.69,2075.781347,1.0,1.0,0.5,0.333333,4,44,5000.0,2851.045852,794.323892,0.0,12,4
432.915949,1.0,4430.17,3628.67,801.5,0.0,1.0,1.0,1.0,0.0,0,78,8500.0,4301.600928,186.739077,1.0,12,4
1252.58309,1.0,1163.93,950.03,213.9,0.0,0.833333,0.75,0.416667,0.0,0,22,5000.0,0.0,312.343947,0.0,12,4
3879.064446,1.0,9796.28,9536.28,260.0,1959.013493,1.0,0.833333,0.583333,0.166667,2,45,19000.0,12667.90527,968.363741,0.333333,12,4
708.509086,1.0,2109.61,1734.61,375.0,366.008558,1.0,0.583333,1.0,0.166667,3,19,6500.0,4591.162882,296.681069,0.181818,12,4
4343.537475,1.0,1326.3,1326.3,0.0,1123.247578,1.0,1.0,0.0,0.166667,2,23,4500.0,1373.689245,3414.220124,0.0,12,4
9164.724752,1.0,3407.69,2074.16,1333.53,2063.860557,1.0,0.833333,1.0,0.166667,5,77,9500.0,0.0,312.343947,0.0,12,4
298.592251,1.0,1804.09,620.16,1183.93,327.479813,0.916667,0.916667,0.666667,0.25,3,27,7500.0,1672.051219,190.893951,0.181818,12,4
772.54691,1.0,8519.02,8003.21,515.81,237.066662,1.0,1.0,1.0,0.083333,1,117,17500.0,5828.994002,270.774147,0.833333,12,4
1773.445786,1.0,4504.25,2986.66,1517.59,0.0,0.5,0.5,0.416667,0.0,0,37,8500.0,278.70437,561.333282,0.0,12,4
3405.005439,1.0,8.4,8.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10500.0,1015.698271,795.091125,0.0,12,4
487.584965,0.727273,4768.27,4768.27,0.0,0.0,0.727273,0.727273,0.0,0.0,0,27,2500.0,1980.213325,149.493574,0.454545,11,4
230.359954,1.0,2163.12,1383.12,780.0,0.0,1.0,1.0,0.333333,0.0,0,23,4000.0,0.0,312.343947,0.0,12,4
9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500.0,2972.248185,2849.235124,0.0,12,4
2320.309453,1.0,2896.05,2209.21,686.84,187.030671,1.0,0.916667,0.916667,0.083333,1,90,13500.0,1341.195566,559.284909,0.0,12,4
268.493643,1.0,4917.48,3300.1,1617.38,0.0,1.0,0.25,1.0,0.0,0,31,13500.0,3552.167671,78.898037,0.375,12,4
2767.545277,1.0,3480.24,2767.28,712.96,0.0,1.0,1.0,0.666667,0.0,0,60,12500.0,4062.447703,1082.201074,0.0,12,4
902.099225,0.818182,5080.85,4674.21,406.64,0.0,0.416667,0.333333,0.25,0.0,0,12,8000.0,177.879919,258.715978,0.0,12,4
