BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,5
663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,5
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,5
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,5
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,5
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,5
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,5
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,5
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,5
464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,5
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,5
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,5
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,5
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,5
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,5
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,5
809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,5
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,5
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,5
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,5
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,5
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,5
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,5
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,5
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,5
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,5
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,5
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,5
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,5
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,5
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,5
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,5
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,5
2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,5
3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,312.343947,0.0,12,5
1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10,0,1800.0,687.691735,2439.136113,0.0,12,5
2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000.0,932.418855,709.207016,0.0,12,5
1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0,8,9000.0,0.0,312.343947,0.0,12,5
2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200.0,1065.426905,1412.648089,0.0,12,5
57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200.0,385.853874,84.697292,0.166667,8,5
1562.633343,1.0,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25,0.0,0,8,2000.0,1020.783647,709.610053,0.0,12,5
947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0,5,1000.0,492.200419,509.384182,0.0,12,5
764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3,0,7500.0,1566.806897,172.959728,0.0,12,5
3057.400553,1.0,1025.0,1025.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,7500.0,698.854095,819.682666,0.0,12,5
264.811595,1.0,28.65,28.65,0.0,384.26178,0.083333,0.083333,0.0,0.083333,1,1,9000.0,1235.630069,194.324456,0.083333,12,5
1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2,0,1800.0,363.474455,2827.997525,0.0,12,5
1046.37041,1.0,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0,0.083333,1,2,1200.0,439.407082,362.838185,0.0,12,5
2737.367678,1.0,0.0,0.0,0.0,429.691164,0.0,0.0,0.0,0.416667,5,0,3000.0,778.827993,721.798576,0.0,12,5
4014.818167,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,0.0,0.083333,1,0,8500.0,1009.185035,1177.149934,0.0,12,5
1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0,5,4000.0,422.711848,616.005839,0.0,12,5
5800.587339,1.0,0.0,0.0,0.0,369.950794,0.0,0.0,0.0,0.083333,1,0,6500.0,1346.365584,1972.526015,0.0,12,5
840.804076,0.666667,0.0,0.0,0.0,3671.777443,0.0,0.0,0.0,0.222222,5,0,4000.0,3621.266477,193.171404,0.0,9,5
2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9,0,3000.0,1423.788603,461.365626,0.2,7,5
1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,0.0,0.166667,2,0,1800.0,470.565984,408.799147,0.0,12,5
1872.926275,1.0,766.61,766.61,0.0,1017.120578,0.833333,0.833333,0.0,0.25,5,12,2300.0,0.0,312.343947,0.0,12,5
1706.014379,1.0,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667,0.25,4,2,6000.0,1186.062765,374.595505,0.0,12,5
861.001207,1.0,969.56,969.56,0.0,446.233197,0.416667,0.416667,0.0,0.083333,1,6,2400.0,0.0,312.343947,0.0,12,5
966.251742,1.0,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0,0.083333,1,15,1500.0,277.522439,286.299328,0.0,12,5
38.615644,0.727273,280.4,280.4,0.0,0.0,0.25,0.25,0.0,0.0,0,3,6150.0,254.392984,55.79974,0.090909,12,5
189.687964,1.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,6000.0,0.0,312.343947,0.0,12,5
3983.923705,1.0,756.54,756.54,0.0,0.0,0.5,0.5,0.0,0.0,0,15,4000.0,1110.870941,1431.201171,0.0,12,5
1973.814964,1.0,873.0,873.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,5,8000.0,541.722532,762.682834,0.0,12,5
566.546048,0.909091,405.75,313.75,92.0,1044.651618,0.5,0.166667,0.416667,0.333333,6,12,2000.0,1249.835142,313.052687,0.0,12,5
1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.166667,0.0,0.416667,9,2,1800.0,2591.391006,808.217224,0.0,12,5
3670.50596,1.0,965.5,876.13,89.37,0.0,0.5,0.5,0.083333,0.0,0,9,7500.0,1034.932404,941.496383,0.0,12,5
2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,0.0,0.083333,1,0,7500.0,4543.63481,647.20869,0.0,12,5
768.004936,1.0,336.41,336.41,0.0,0.0,0.75,0.75,0.0,0.0,0,9,6000.0,947.696134,217.027653,0.0,12,5
75.647479,0.727273,540.0,0.0,540.0,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,548.967281,48.659935,0.0,12,5
41.642389,0.857143,75.99,75.99,0.0,0.0,0.142857,0.142857,0.0,0.0,0,1,2700.0,69.163384,99.401747,0.0,7,5
28.461629,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,125.769169,104.857518,0.0,12,5
2229.857287,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,542.7463,628.211031,0.0,12,5
3421.571922,1.0,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1,5,10500.0,2515.435738,975.504012,0.0,12,5
1874.716289,1.0,301.1,83.0,218.1,0.0,0.583333,0.166667,0.333333,0.0,0,10,1950.0,586.974046,1089.040271,0.0,12,5
558.476701,1.0,630.03,630.03,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,5500.0,426.092563,213.369694,0.0,11,5
2344.478291,1.0,1041.63,1041.63,0.0,4003.968939,0.25,0.25,0.0,0.333333,6,14,4000.0,3033.665478,716.70488,0.0,12,5
5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,0.0,0.166667,2,0,6000.0,1350.318606,1249.937085,0.0,12,5
5.871769,0.818182,29.68,29.68,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,76.943584,75.595199,0.0,12,5
1668.591831,1.0,0.0,0.0,0.0,1716.941235,0.0,0.0,0.0,0.166667,5,0,1800.0,2166.981163,568.063083,0.083333,12,5
2224.590946,0.818182,3183.0,3183.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,9000.0,3823.346244,629.080506,0.0,12,5
80.708806,1.0,569.9,569.9,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,9500.0,634.000055,92.012927,0.083333,12,5
3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5,2,7500.0,990.524408,989.783286,0.0,12,5
1873.084577,1.0,126.57,126.57,0.0,181.139378,0.25,0.25,0.0,0.083333,1,4,2100.0,483.557464,524.426392,0.0,12,5
272.711518,0.818182,0.0,0.0,0.0,682.156051,0.0,0.0,0.0,0.083333,2,0,3000.0,2755.877257,144.621645,0.181818,12,5
2420.761135,1.0,0.0,0.0,0.0,567.233798,0.0,0.0,0.0,0.083333,2,0,3000.0,871.713321,609.206784,0.0,12,5
2935.324966,1.0,409.63,351.87,57.76,1876.241162,0.583333,0.583333,0.083333,0.25,4,12,5000.0,580.13865,1114.588285,0.0,12,5
5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,0.0,0.166667,3,0,6000.0,1362.966798,2019.027883,0.0,12,5
5790.930626,1.0,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6,10,6000.0,1515.594331,2092.915898,0.0,12,5
3605.714046,1.0,1779.0,1779.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,856.05828,761.012234,0.0,12,5
3992.261885,1.0,0.0,0.0,0.0,348.834361,0.0,0.0,0.0,0.583333,9,0,4000.0,1057.678259,1229.820066,0.0,12,5
1521.1681,1.0,245.98,245.98,0.0,2792.67597,0.166667,0.166667,0.0,0.25,3,2,6000.0,2261.523522,388.258009,0.0,12,5
5547.092593,1.0,0.0,0.0,0.0,3298.958165,0.0,0.0,0.0,0.083333,2,0,12000.0,1786.142816,1351.998523,0.0,12,5
3621.70204,1.0,674.73,674.73,0.0,1684.957411,0.25,0.25,0.0,0.166667,8,12,4000.0,1139.058595,1403.477006,0.0,12,5
4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,0.0,0.083333,4,0,8000.0,8019.800702,964.118618,0.0,12,5
388.873921,0.727273,1579.15,1462.35,116.8,0.0,0.583333,0.5,0.25,0.0,0,15,2700.0,451.600059,199.955286,0.0,12,5
1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,0.0,0.181818,3,0,4500.0,312.433361,648.139459,0.0,11,5
927.041961,1.0,0.0,0.0,0.0,402.974164,0.0,0.0,0.0,0.333333,5,0,1000.0,719.974244,339.553093,0.0,12,5
1872.767651,1.0,0.0,0.0,0.0,3394.509419,0.0,0.0,0.0,0.166667,3,0,5500.0,1151.721386,627.015802,0.0,12,5
185.396312,1.0,0.0,0.0,0.0,842.456926,0.0,0.0,0.0,0.363636,7,0,1000.0,117.542764,137.6915,0.0,11,5
994.105777,1.0,126.2,126.2,0.0,0.0,0.833333,0.833333,0.0,0.0,0,10,1950.0,314.302968,417.290247,0.0,12,5
2233.074041,1.0,445.2,445.2,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,8000.0,1042.991769,579.587654,0.0,12,5
850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.083333,0.0,0.333333,7,1,1000.0,1084.281127,367.409536,0.0,12,5
2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,0.0,0.166667,2,0,3000.0,642.777061,1122.076137,0.0,12,5
907.982017,1.0,216.94,216.94,0.0,1011.997944,0.166667,0.166667,0.0,0.166667,5,3,3200.0,222.02316,300.210049,0.0,12,5
1254.6691,1.0,361.73,361.73,0.0,198.686744,0.166667,0.166667,0.0,0.083333,1,2,1500.0,535.606816,432.68808,0.0,12,5
4211.539631,1.0,0.0,0.0,0.0,455.581546,0.0,0.0,0.0,0.083333,1,0,10500.0,1288.287239,1164.178674,0.0,12,5
1543.287931,1.0,0.0,0.0,0.0,36.481832,0.0,0.0,0.0,0.083333,1,0,1800.0,548.589391,529.340488,0.0,12,5
1261.05733,1.0,0.0,0.0,0.0,474.429843,0.0,0.0,0.0,0.25,3,0,1500.0,866.865018,354.381003,0.0,12,5
813.068705,1.0,439.38,439.38,0.0,727.658311,0.083333,0.083333,0.0,0.25,8,2,1200.0,237.996469,265.708814,0.0,12,5
237.669312,1.0,259.13,259.13,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2300.0,2680.635587,2503.374595,0.25,12,5
241.223955,0.909091,180.91,180.91,0.0,0.0,0.166667,0.166667,0.0,0.0,0,6,1400.0,802.858576,220.455533,0.0,12,5
1528.571561,1.0,0.0,0.0,0.0,172.931118,0.0,0.0,0.0,0.166667,2,0,1600.0,353.582373,559.030296,0.0,12,5
566.147105,1.0,0.0,0.0,0.0,187.572355,0.0,0.0,0.0,0.083333,1,0,2000.0,1177.661577,190.365154,0.0,12,5
1077.606225,0.727273,343.21,343.21,0.0,1609.900552,0.25,0.25,0.0,0.333333,8,4,1500.0,930.328071,3245.693485,0.0,12,5
1526.506915,1.0,46.67,46.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,338.413344,642.547142,0.0,12,5
681.95925,1.0,98.0,98.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,192.369983,221.375942,0.0,12,5
1508.513765,0.818182,2747.12,1247.12,1500.0,246.046033,0.25,0.083333,0.166667,0.083333,1,4,5000.0,4730.374245,481.558276,0.1,12,5
2502.264409,1.0,0.0,0.0,0.0,2368.872642,0.0,0.0,0.0,0.083333,2,0,10000.0,541.308981,724.956358,0.0,12,5
918.342234,1.0,1221.53,1180.0,41.53,1078.788118,0.333333,0.166667,0.166667,0.166667,7,2,1200.0,1421.035206,106.039362,0.25,6,5
5523.999416,1.0,0.0,0.0,0.0,4087.167822,0.0,0.0,0.0,0.25,4,0,8000.0,0.0,312.343947,0.0,12,5
3298.692478,1.0,1088.83,518.39,570.44,0.0,0.416667,0.083333,0.333333,0.0,0,6,9000.0,6862.520735,994.384835,0.0,12,5
1874.843394,1.0,0.0,0.0,0.0,120.178123,0.0,0.0,0.0,0.083333,1,0,2100.0,444.783009,671.420908,0.0,12,5
3024.629054,1.0,0.0,0.0,0.0,2171.139178,0.0,0.0,0.0,0.333333,10,0,4500.0,4226.578611,691.692633,0.0,12,5
1322.057239,1.0,0.0,0.0,0.0,76.260896,0.0,0.0,0.0,0.090909,1,0,6200.0,802.038512,291.307669,0.0,11,5
9335.31417,1.0,226.23,226.23,0.0,0.0,0.166667,0.166667,0.0,0.0,0,5,15000.0,1885.239981,4980.192685,0.0,12,5
1452.437463,1.0,0.0,0.0,0.0,114.918715,0.0,0.0,0.0,0.25,3,0,1500.0,331.670616,479.771774,0.0,12,5
3737.175713,1.0,0.0,0.0,0.0,3017.170336,0.0,0.0,0.0,0.166667,4,0,4500.0,0.0,312.343947,0.0,12,5
3534.253718,1.0,566.28,431.01,135.27,3888.756412,0.5,0.333333,0.333333,0.083333,2,17,4000.0,1298.823687,858.977427,0.0,12,5
654.574445,1.0,0.0,0.0,0.0,2819.60583,0.0,0.0,0.0,0.083333,3,0,8000.0,422.878799,269.178995,0.0,12,5
1648.721384,1.0,0.0,0.0,0.0,39.646806,0.0,0.0,0.0,0.090909,2,0,1800.0,357.836436,631.106468,0.0,11,5
5055.582822,1.0,0.0,0.0,0.0,3435.737817,0.0,0.0,0.0,0.090909,1,0,9000.0,6918.272206,1035.039239,0.0,11,5
4855.340797,1.0,0.0,0.0,0.0,1886.470361,0.0,0.0,0.0,0.083333,2,0,6000.0,2996.735376,1855.766226,0.0,12,5
981.643409,0.818182,0.0,0.0,0.0,1462.32354,0.0,0.0,0.0,0.083333,2,0,1500.0,2008.971745,277.582819,0.125,12,5
969.294446,1.0,0.0,0.0,0.0,340.249539,0.0,0.0,0.0,0.083333,1,0,1200.0,591.853821,204.676682,0.0,12,5
1265.805627,0.818182,0.0,0.0,0.0,2820.528417,0.0,0.0,0.0,0.25,3,0,2500.0,1370.235544,373.893161,0.0,12,5
1036.595935,1.0,0.0,0.0,0.0,193.738137,0.0,0.0,0.0,0.083333,1,0,1200.0,274.653536,327.072615,0.0,12,5
1715.459275,1.0,96.75,34.65,62.1,19.141227,0.333333,0.083333,0.25,0.083333,1,7,1800.0,452.225512,411.612521,0.0,12,5
869.001444,1.0,0.0,0.0,0.0,278.591282,0.0,0.0,0.0,0.083333,1,0,1200.0,541.101815,286.374289,0.0,12,5
3872.605467,1.0,0.0,0.0,0.0,1483.933054,0.0,0.0,0.0,0.416667,8,0,4000.0,1067.405461,911.08543,0.0,12,5
1481.43247,1.0,0.0,0.0,0.0,149.36039,0.0,0.0,0.0,0.083333,1,0,1800.0,586.426259,494.954634,0.0,12,5
1135.53683,1.0,50.98,0.0,50.98,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,320.592941,385.347014,0.0,12,5
3430.981532,1.0,378.04,0.0,378.04,0.0,0.166667,0.0,0.166667,0.0,0,4,11300.0,4315.936534,4483.503862,0.0,12,5
3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.251287,0.0,11,5
911.281862,1.0,70.0,70.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8500.0,566.292758,218.497636,0.0,12,5
473.840442,0.727273,0.0,0.0,0.0,818.124484,0.0,0.0,0.0,0.333333,12,0,3000.0,142.286073,164.391437,0.0,12,5
3690.177649,1.0,0.0,0.0,0.0,1328.643945,0.0,0.0,0.0,0.5,11,0,4000.0,1006.358943,1819.542692,0.0,12,5
911.893997,1.0,1604.8,1527.3,77.5,1302.014616,0.25,0.25,0.083333,0.083333,2,11,4500.0,191.366024,307.812023,0.083333,12,5
2061.27937,1.0,0.0,0.0,0.0,554.11523,0.0,0.0,0.0,0.25,3,0,4500.0,552.713988,585.776445,0.0,12,5
1556.376158,1.0,0.0,0.0,0.0,655.037683,0.0,0.0,0.0,0.583333,16,0,1700.0,1076.722225,1206.741644,0.0,12,5
2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,0.0,0.166667,3,0,3000.0,677.649435,1187.962476,0.0,12,5
1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,0.0,0.25,8,0,3000.0,304.984801,427.594038,0.0,12,5
1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,0.0,0.25,3,0,1200.0,308.089987,361.250401,0.0,12,5
1112.070216,1.0,179.24,59.0,120.24,0.0,0.416667,0.083333,0.333333,0.0,0,7,4000.0,217.546584,368.652894,0.0,12,5
2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500.0,807.047622,590.361005,0.0,12,5
1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1,8,1500.0,236.764555,207.007715,0.0,6,5
3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,0.0,0.083333,3,0,4000.0,1084.059239,1228.291582,0.0,12,5
181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2,3,2500.0,168.425788,169.473399,0.0,12,5
542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2,0,1500.0,1328.855136,189.52525,0.0,12,5
1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,59.924534,8269.955787,0.0,12,5
1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3,0,1200.0,432.048813,256.494357,0.0,12,5
2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12,5
2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,0.0,0.083333,7,0,3150.0,394.285767,10636.14839,0.0,12,5
2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,0.0,0.083333,1,0,7000.0,809.880619,663.360789,0.0,12,5
1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,3594.989864,445.215577,0.0,12,5
7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4,0,7500.0,1984.351035,3082.801095,0.0,12,5
1866.608592,1.0,1494.5,1494.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,8500.0,2031.589282,462.41515,0.0,12,5
259.467265,0.909091,646.24,646.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,540.021578,183.086463,0.0,12,5
1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9,0,3500.0,3009.926784,505.965923,0.083333,12,5
7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2,0,7500.0,4539.526102,2183.319473,0.0,12,5
4458.045588,1.0,0.0,0.0,0.0,2846.034435,0.0,0.0,0.0,0.166667,6,0,5000.0,985.516901,1708.136351,0.0,12,5
1642.024936,1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0,17,4500.0,576.699993,556.378998,0.0,12,5
2739.836747,0.909091,0.0,0.0,0.0,2970.288928,0.0,0.0,0.0,0.363636,5,0,3000.0,3418.06811,1384.882852,0.0,11,5
1946.447038,1.0,411.38,411.38,0.0,99.078081,0.25,0.25,0.0,0.083333,1,5,2500.0,1403.266638,513.547978,0.0,12,5
917.732846,1.0,18.41,0.0,18.41,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,1407.291593,424.623595,0.0,12,5
2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,2100.0,553.00439,570.229181,0.0,11,5
2147.939753,0.818182,117.57,117.57,0.0,1022.23072,0.083333,0.083333,0.0,0.083333,2,2,8000.0,5441.876882,542.296729,0.1,12,5
3419.661676,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.083333,0.0,0.083333,1,1,4000.0,745.984976,1243.56477,0.0,12,5
